url,ad_id,Type,Title,location,Price,Land_Size,Buildup(Sqr.Ft.),Floor,Living_Room,Bedroom,Bathroom,Kitchen,Furnishing,Road_Type,Road_Size
https://hamrobazaar.com/for-sale-house/FOR-SALE-HOUSE-4-AANA-3-PAISA-AT-NAKHIPOT-in-Lalitpur/51555C2A-D1C9-AE24-540E-B375E4334030,HB-51555C,HouseIndividual,FOR SALE HOUSE 4 AANA 3 PAISA AT NAKHIPOT,"Nakhipot, Lalitpur","रू. 4,99,00,000",4 AANA 3 PAISA,4 AANA 3 PAISA,2.5,2,4,5,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Samakhusi-Near-Chowk-in-Nepal/7012251B-346D-1A18-C57C-79771DBF0791,HB-701225,House - Individual,"House On Sale at Samakhusi, Near Chowk","बाल कुमारी मार्ग, लइनचौर, Kathmandu-26, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,90,00,000",6,1800,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Samakhusi-Near-Chowk-in-Nepal/19970E47-C36D-5167-30D8-3E17E4C20449,HB-19970E,House - Individual,"House For Sale at Samakhusi, Near Chowk","बाल कुमारी मार्ग, लइनचौर, Kathmandu-26, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,70,00,000",4,1500,3,3,10,4,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Basundhara-Dhapasi-in-Nepal/97A5AE9B-16B8-0768-82F9-CCAC3519EDED,HB-97A5AE,House - Individual,"House For Sale at Basundhara, Dhapasi","नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल","रू. 3,00,00,000",4,1500,3,2,9,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Samakhusi-Near-Chowk-in-Nepal/F9663792-630D-EAFA-608C-884C21ECA25C,HB-F96637,House - Individual,"House For Sale at Samakhusi, Near Chowk","Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 2,60,00,000",3,1200,3,2,7,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Samakhusi-Ranibari-in-Nepal/399C9059-DC02-7C71-E608-2F90086F3154,HB-399C90,House - Individual,"House On Sale at Samakhusi, Ranibari","Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 2,00,00,000",4,1500,3,3,9,4,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/Beautiful-House-For-Sale-at-Tokha-in-Nepal/CE19CDDD-5F7F-4AB9-4DF7-E0F77B09CA86,HB-CE19CD,House - Individual,Beautiful House For Sale at Tokha,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,10,00,000",4,1200,3,1,6,2,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Bhutkhel-in-Nepal/A46A3B78-62FC-FF09-5568-272FDCE0FCE0,HB-A46A3B,House - Individual,"House For Sale at Tokha, Bhutkhel","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 1,70,00,000",3,1200,3,2,7,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-in-Nepal/8CA1BD94-ECF9-A54B-CE99-593406E6315F,HB-8CA1BD,House - Individual,"House For Sale at Tokha, Near Grande","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,55,00,000",4,1500,3,3,6,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-Hospital-in-Nepal/00424296-ECFD-13FC-25E0-A59C86C4B84E,HB-004242,House - Individual,"House For Sale at Tokha, Near Grande Hospital","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Samakhusi-Near-Chowk-in-Nepal/7012251B-346D-1A18-C57C-79771DBF0791,HB-701225,House - Individual,"House On Sale at Samakhusi, Near Chowk","बाल कुमारी मार्ग, लइनचौर, Kathmandu-26, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,90,00,000",6,1800,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Samakhusi-Near-Chowk-in-Nepal/19970E47-C36D-5167-30D8-3E17E4C20449,HB-19970E,House - Individual,"House For Sale at Samakhusi, Near Chowk","बाल कुमारी मार्ग, लइनचौर, Kathmandu-26, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,70,00,000",4,1500,3,3,10,4,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Basundhara-Dhapasi-in-Nepal/97A5AE9B-16B8-0768-82F9-CCAC3519EDED,HB-97A5AE,House - Individual,"House For Sale at Basundhara, Dhapasi","नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल","रू. 3,00,00,000",4,1500,3,2,9,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Samakhusi-Near-Chowk-in-Nepal/F9663792-630D-EAFA-608C-884C21ECA25C,HB-F96637,House - Individual,"House For Sale at Samakhusi, Near Chowk","Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 2,60,00,000",3,1200,3,2,7,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Samakhusi-Ranibari-in-Nepal/399C9059-DC02-7C71-E608-2F90086F3154,HB-399C90,House - Individual,"House On Sale at Samakhusi, Ranibari","Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 2,00,00,000",4,1500,3,3,9,4,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/Beautiful-House-For-Sale-at-Tokha-in-Nepal/CE19CDDD-5F7F-4AB9-4DF7-E0F77B09CA86,HB-CE19CD,House - Individual,Beautiful House For Sale at Tokha,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,10,00,000",4,1200,3,1,6,2,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Bhutkhel-in-Nepal/A46A3B78-62FC-FF09-5568-272FDCE0FCE0,HB-A46A3B,House - Individual,"House For Sale at Tokha, Bhutkhel","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 1,70,00,000",3,1200,3,2,7,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-in-Nepal/8CA1BD94-ECF9-A54B-CE99-593406E6315F,HB-8CA1BD,House - Individual,"House For Sale at Tokha, Near Grande","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,55,00,000",4,1500,3,3,6,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-Hospital-in-Nepal/00424296-ECFD-13FC-25E0-A59C86C4B84E,HB-004242,House - Individual,"House For Sale at Tokha, Near Grande Hospital","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Commercial-Building-On-Sale-at-Samakhusi-in-Nepal/840D7B25-77C1-AE8E-746B-443A05B75A6C,HB-840D7B,Commercial Building,Brand New Commercial Building On Sale at Samakhusi,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,25,00,000",3,1200,3,2,7,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Samakhusi-Near-Chowk-in-Nepal/19970E47-C36D-5167-30D8-3E17E4C20449,HB-19970E,House - Individual,"House For Sale at Samakhusi, Near Chowk","बाल कुमारी मार्ग, लइनचौर, Kathmandu-26, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,70,00,000",4,1500,3,3,10,4,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Basundhara-Dhapasi-in-Nepal/97A5AE9B-16B8-0768-82F9-CCAC3519EDED,HB-97A5AE,House - Individual,"House For Sale at Basundhara, Dhapasi","नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल","रू. 3,00,00,000",4,1500,3,2,9,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Samakhusi-Near-Chowk-in-Nepal/F9663792-630D-EAFA-608C-884C21ECA25C,HB-F96637,House - Individual,"House For Sale at Samakhusi, Near Chowk","Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 2,60,00,000",3,1200,3,2,7,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Samakhusi-Ranibari-in-Nepal/399C9059-DC02-7C71-E608-2F90086F3154,HB-399C90,House - Individual,"House On Sale at Samakhusi, Ranibari","Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 2,00,00,000",4,1500,3,3,9,4,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/Beautiful-House-For-Sale-at-Tokha-in-Nepal/CE19CDDD-5F7F-4AB9-4DF7-E0F77B09CA86,HB-CE19CD,House - Individual,Beautiful House For Sale at Tokha,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,10,00,000",4,1200,3,1,6,2,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Bhutkhel-in-Nepal/A46A3B78-62FC-FF09-5568-272FDCE0FCE0,HB-A46A3B,House - Individual,"House For Sale at Tokha, Bhutkhel","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 1,70,00,000",3,1200,3,2,7,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-in-Nepal/8CA1BD94-ECF9-A54B-CE99-593406E6315F,HB-8CA1BD,House - Individual,"House For Sale at Tokha, Near Grande","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,55,00,000",4,1500,3,3,6,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-Hospital-in-Nepal/00424296-ECFD-13FC-25E0-A59C86C4B84E,HB-004242,House - Individual,"House For Sale at Tokha, Near Grande Hospital","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Commercial-Building-On-Sale-at-Samakhusi-in-Nepal/840D7B25-77C1-AE8E-746B-443A05B75A6C,HB-840D7B,Commercial Building,Brand New Commercial Building On Sale at Samakhusi,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,25,00,000",3,1200,3,2,7,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-For-Sale-at-Tokha-in-Nepal/B9C7FCDF-25DC-AA94-0E17-187B92776B6D,HB-B9C7FC,Bunglow,Semi Bunglow House For Sale at Tokha,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,50,00,000",4,1500,4,2,7,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Basundhara-Dhapasi-in-Nepal/97A5AE9B-16B8-0768-82F9-CCAC3519EDED,HB-97A5AE,House - Individual,"House For Sale at Basundhara, Dhapasi","नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल","रू. 3,00,00,000",4,1500,3,2,9,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Samakhusi-Near-Chowk-in-Nepal/F9663792-630D-EAFA-608C-884C21ECA25C,HB-F96637,House - Individual,"House For Sale at Samakhusi, Near Chowk","Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 2,60,00,000",3,1200,3,2,7,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Samakhusi-Ranibari-in-Nepal/399C9059-DC02-7C71-E608-2F90086F3154,HB-399C90,House - Individual,"House On Sale at Samakhusi, Ranibari","Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 2,00,00,000",4,1500,3,3,9,4,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/Beautiful-House-For-Sale-at-Tokha-in-Nepal/CE19CDDD-5F7F-4AB9-4DF7-E0F77B09CA86,HB-CE19CD,House - Individual,Beautiful House For Sale at Tokha,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,10,00,000",4,1200,3,1,6,2,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Bhutkhel-in-Nepal/A46A3B78-62FC-FF09-5568-272FDCE0FCE0,HB-A46A3B,House - Individual,"House For Sale at Tokha, Bhutkhel","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 1,70,00,000",3,1200,3,2,7,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-in-Nepal/8CA1BD94-ECF9-A54B-CE99-593406E6315F,HB-8CA1BD,House - Individual,"House For Sale at Tokha, Near Grande","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,55,00,000",4,1500,3,3,6,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-Hospital-in-Nepal/00424296-ECFD-13FC-25E0-A59C86C4B84E,HB-004242,House - Individual,"House For Sale at Tokha, Near Grande Hospital","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Commercial-Building-On-Sale-at-Samakhusi-in-Nepal/840D7B25-77C1-AE8E-746B-443A05B75A6C,HB-840D7B,Commercial Building,Brand New Commercial Building On Sale at Samakhusi,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,25,00,000",3,1200,3,2,7,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-For-Sale-at-Tokha-in-Nepal/B9C7FCDF-25DC-AA94-0E17-187B92776B6D,HB-B9C7FC,Bunglow,Semi Bunglow House For Sale at Tokha,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,50,00,000",4,1500,4,2,7,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-On-Sale-at-Basundhara-in-Nepal/AEF095BC-7569-A6F5-95BD-DF84C091EB0B,HB-AEF095,Bunglow,Semi Bunglow House On Sale at Basundhara,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल","रू. 3,65,00,000",4,1500,4,2,7,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Samakhusi-Near-Chowk-in-Nepal/F9663792-630D-EAFA-608C-884C21ECA25C,HB-F96637,House - Individual,"House For Sale at Samakhusi, Near Chowk","Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 2,60,00,000",3,1200,3,2,7,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Samakhusi-Ranibari-in-Nepal/399C9059-DC02-7C71-E608-2F90086F3154,HB-399C90,House - Individual,"House On Sale at Samakhusi, Ranibari","Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 2,00,00,000",4,1500,3,3,9,4,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/Beautiful-House-For-Sale-at-Tokha-in-Nepal/CE19CDDD-5F7F-4AB9-4DF7-E0F77B09CA86,HB-CE19CD,House - Individual,Beautiful House For Sale at Tokha,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,10,00,000",4,1200,3,1,6,2,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Bhutkhel-in-Nepal/A46A3B78-62FC-FF09-5568-272FDCE0FCE0,HB-A46A3B,House - Individual,"House For Sale at Tokha, Bhutkhel","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 1,70,00,000",3,1200,3,2,7,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-in-Nepal/8CA1BD94-ECF9-A54B-CE99-593406E6315F,HB-8CA1BD,House - Individual,"House For Sale at Tokha, Near Grande","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,55,00,000",4,1500,3,3,6,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-Hospital-in-Nepal/00424296-ECFD-13FC-25E0-A59C86C4B84E,HB-004242,House - Individual,"House For Sale at Tokha, Near Grande Hospital","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Commercial-Building-On-Sale-at-Samakhusi-in-Nepal/840D7B25-77C1-AE8E-746B-443A05B75A6C,HB-840D7B,Commercial Building,Brand New Commercial Building On Sale at Samakhusi,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,25,00,000",3,1200,3,2,7,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-For-Sale-at-Tokha-in-Nepal/B9C7FCDF-25DC-AA94-0E17-187B92776B6D,HB-B9C7FC,Bunglow,Semi Bunglow House For Sale at Tokha,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,50,00,000",4,1500,4,2,7,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-On-Sale-at-Basundhara-in-Nepal/AEF095BC-7569-A6F5-95BD-DF84C091EB0B,HB-AEF095,Bunglow,Semi Bunglow House On Sale at Basundhara,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल","रू. 3,65,00,000",4,1500,4,2,7,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi-in-Nepal/93E49D04-D992-4D6A-1B6A-3D24DD3AA465,HB-93E49D,Bunglow,Brand New Semi Bunglow On Sale at Samakhusi,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 4,99,00,000",5,1500,4,2,7,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Samakhusi-Ranibari-in-Nepal/399C9059-DC02-7C71-E608-2F90086F3154,HB-399C90,House - Individual,"House On Sale at Samakhusi, Ranibari","Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 2,00,00,000",4,1500,3,3,9,4,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/Beautiful-House-For-Sale-at-Tokha-in-Nepal/CE19CDDD-5F7F-4AB9-4DF7-E0F77B09CA86,HB-CE19CD,House - Individual,Beautiful House For Sale at Tokha,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,10,00,000",4,1200,3,1,6,2,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Bhutkhel-in-Nepal/A46A3B78-62FC-FF09-5568-272FDCE0FCE0,HB-A46A3B,House - Individual,"House For Sale at Tokha, Bhutkhel","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 1,70,00,000",3,1200,3,2,7,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-in-Nepal/8CA1BD94-ECF9-A54B-CE99-593406E6315F,HB-8CA1BD,House - Individual,"House For Sale at Tokha, Near Grande","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,55,00,000",4,1500,3,3,6,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-Hospital-in-Nepal/00424296-ECFD-13FC-25E0-A59C86C4B84E,HB-004242,House - Individual,"House For Sale at Tokha, Near Grande Hospital","NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल","रू. 2,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Commercial-Building-On-Sale-at-Samakhusi-in-Nepal/840D7B25-77C1-AE8E-746B-443A05B75A6C,HB-840D7B,Commercial Building,Brand New Commercial Building On Sale at Samakhusi,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,25,00,000",3,1200,3,2,7,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-For-Sale-at-Tokha-in-Nepal/B9C7FCDF-25DC-AA94-0E17-187B92776B6D,HB-B9C7FC,Bunglow,Semi Bunglow House For Sale at Tokha,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 3,50,00,000",4,1500,4,2,7,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-On-Sale-at-Basundhara-in-Nepal/AEF095BC-7569-A6F5-95BD-DF84C091EB0B,HB-AEF095,Bunglow,Semi Bunglow House On Sale at Basundhara,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल","रू. 3,65,00,000",4,1500,4,2,7,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi-in-Nepal/93E49D04-D992-4D6A-1B6A-3D24DD3AA465,HB-93E49D,Bunglow,Brand New Semi Bunglow On Sale at Samakhusi,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल","रू. 4,99,00,000",5,1500,4,2,7,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha-in-Nepal/9E635355-945E-9DCD-4470-78DA2E6219B9,HB-9E6353,Bunglow,"Brand New Bunglow On Sale at Baniyatar, Tokha","New Cosmetic and Gift Shop, F81, बालुवापाटी चोक, Tokha-03, टोखा, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44610, नेपाल","रू. 2,75,00,000",4,1500,4,2,7,4,2,,Pitched,2
