categoryName,createdOn,id,name,price,location.locationDescription,location.locationLatitude,location.locationLongitude,clean_name,final_city,url
For Sale - House,2024-08-06T06:46:51,B9C7FCDF-25DC-AA94-0E17-187B92776B6D,Semi Bunglow House For Sale at Tokha,35000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Semi-Bunglow-House-For-Sale-at-Tokha,Nepal,https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-For-Sale-at-Tokha-in-Nepal/B9C7FCDF-25DC-AA94-0E17-187B92776B6D
For Sale - House,2024-08-06T06:44:41,AEF095BC-7569-A6F5-95BD-DF84C091EB0B,Semi Bunglow House On Sale at Basundhara,36500000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297,Semi-Bunglow-House-On-Sale-at-Basundhara,Nepal,https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-On-Sale-at-Basundhara-in-Nepal/AEF095BC-7569-A6F5-95BD-DF84C091EB0B
For Sale - House,2024-08-06T06:42:13,93E49D04-D992-4D6A-1B6A-3D24DD3AA465,Brand New Semi Bunglow On Sale at Samakhusi,49900000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi-in-Nepal/93E49D04-D992-4D6A-1B6A-3D24DD3AA465
For Sale - House,2024-08-06T06:40:03,9E635355-945E-9DCD-4470-78DA2E6219B9,"Brand New Bunglow On Sale at Baniyatar, Tokha",27500000,"New Cosmetic and Gift Shop, F81, बालुवापाटी चोक, Tokha-03, टोखा, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44610, नेपाल",27.752899,85.3181,Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha-in-Nepal/9E635355-945E-9DCD-4470-78DA2E6219B9
For Sale - House,2024-08-06T06:14:33,4B19507E-D076-9EB2-FB07-E80F52FC04F0,house on sale,410,"Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.763,85.3582,house-on-sale,Nepal,https://hamrobazaar.com/for-sale-house/house-on-sale-in-Nepal/4B19507E-D076-9EB2-FB07-E80F52FC04F0
For Sale - House,2024-08-06T06:05:09,58659959-2812-C502-3CA0-55DE8DBE8EDB,house on sale,290,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल",27.7353,85.355003,house-on-sale,Nepal,https://hamrobazaar.com/for-sale-house/house-on-sale-in-Nepal/58659959-2812-C502-3CA0-55DE8DBE8EDB
For Sale - House,2024-08-06T06:54:50,8CA1BD94-ECF9-A54B-CE99-593406E6315F,"House For Sale at Tokha, Near Grande",25500000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102,House-For-Sale-at-Tokha-Near-Grande,Nepal,https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-in-Nepal/8CA1BD94-ECF9-A54B-CE99-593406E6315F
For Sale - House,2024-08-06T06:52:00,00424296-ECFD-13FC-25E0-A59C86C4B84E,"House For Sale at Tokha, Near Grande Hospital",25000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102,House-For-Sale-at-Tokha-Near-Grande-Hospital,Nepal,https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-Hospital-in-Nepal/00424296-ECFD-13FC-25E0-A59C86C4B84E
For Sale - House,2024-08-06T06:49:53,840D7B25-77C1-AE8E-746B-443A05B75A6C,Brand New Commercial Building On Sale at Samakhusi,32500000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Brand-New-Commercial-Building-On-Sale-at-Samakhusi,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Commercial-Building-On-Sale-at-Samakhusi-in-Nepal/840D7B25-77C1-AE8E-746B-443A05B75A6C
For Sale - House,2024-08-06T06:46:51,B9C7FCDF-25DC-AA94-0E17-187B92776B6D,Semi Bunglow House For Sale at Tokha,35000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Semi-Bunglow-House-For-Sale-at-Tokha,Nepal,https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-For-Sale-at-Tokha-in-Nepal/B9C7FCDF-25DC-AA94-0E17-187B92776B6D
For Sale - House,2024-08-06T06:44:41,AEF095BC-7569-A6F5-95BD-DF84C091EB0B,Semi Bunglow House On Sale at Basundhara,36500000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297,Semi-Bunglow-House-On-Sale-at-Basundhara,Nepal,https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-On-Sale-at-Basundhara-in-Nepal/AEF095BC-7569-A6F5-95BD-DF84C091EB0B
For Sale - House,2024-08-06T06:42:13,93E49D04-D992-4D6A-1B6A-3D24DD3AA465,Brand New Semi Bunglow On Sale at Samakhusi,49900000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi-in-Nepal/93E49D04-D992-4D6A-1B6A-3D24DD3AA465
For Sale - House,2024-08-06T06:40:03,9E635355-945E-9DCD-4470-78DA2E6219B9,"Brand New Bunglow On Sale at Baniyatar, Tokha",27500000,"New Cosmetic and Gift Shop, F81, बालुवापाटी चोक, Tokha-03, टोखा, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44610, नेपाल",27.752899,85.3181,Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha-in-Nepal/9E635355-945E-9DCD-4470-78DA2E6219B9
For Sale - House,2024-08-06T06:14:33,4B19507E-D076-9EB2-FB07-E80F52FC04F0,house on sale,410,"Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.763,85.3582,house-on-sale,Nepal,https://hamrobazaar.com/for-sale-house/house-on-sale-in-Nepal/4B19507E-D076-9EB2-FB07-E80F52FC04F0
For Sale - House,2024-08-06T06:05:09,58659959-2812-C502-3CA0-55DE8DBE8EDB,house on sale,290,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल",27.7353,85.355003,house-on-sale,Nepal,https://hamrobazaar.com/for-sale-house/house-on-sale-in-Nepal/58659959-2812-C502-3CA0-55DE8DBE8EDB
For Sale - House,2024-08-06T05:54:24,219C8E5A-72EE-4DB7-5727-68F9CCE9222C,भर्खरै बनेको नयाँ आकर्शक घर बिक्रीमा,21290099,"Bwangadhaa Lan Marg, Harisiddhi, Lalitpur, Lalitpur Metropolitan City, Lalitpur",0.0,0.0,भर्खरै-बनेको-नयाँ-आकर्शक-घर-बिक्रीमा,Lalitpur,https://hamrobazaar.com/for-sale-house/भर्खरै-बनेको-नयाँ-आकर्शक-घर-बिक्रीमा-in-Lalitpur/219C8E5A-72EE-4DB7-5727-68F9CCE9222C
For Sale - House,2024-08-06T06:52:00,00424296-ECFD-13FC-25E0-A59C86C4B84E,"House For Sale at Tokha, Near Grande Hospital",25000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102,House-For-Sale-at-Tokha-Near-Grande-Hospital,Nepal,https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Tokha-Near-Grande-Hospital-in-Nepal/00424296-ECFD-13FC-25E0-A59C86C4B84E
For Sale - House,2024-08-06T06:49:53,840D7B25-77C1-AE8E-746B-443A05B75A6C,Brand New Commercial Building On Sale at Samakhusi,32500000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Brand-New-Commercial-Building-On-Sale-at-Samakhusi,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Commercial-Building-On-Sale-at-Samakhusi-in-Nepal/840D7B25-77C1-AE8E-746B-443A05B75A6C
For Sale - House,2024-08-06T06:46:51,B9C7FCDF-25DC-AA94-0E17-187B92776B6D,Semi Bunglow House For Sale at Tokha,35000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Semi-Bunglow-House-For-Sale-at-Tokha,Nepal,https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-For-Sale-at-Tokha-in-Nepal/B9C7FCDF-25DC-AA94-0E17-187B92776B6D
For Sale - House,2024-08-06T06:44:41,AEF095BC-7569-A6F5-95BD-DF84C091EB0B,Semi Bunglow House On Sale at Basundhara,36500000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297,Semi-Bunglow-House-On-Sale-at-Basundhara,Nepal,https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-On-Sale-at-Basundhara-in-Nepal/AEF095BC-7569-A6F5-95BD-DF84C091EB0B
For Sale - House,2024-08-06T06:42:13,93E49D04-D992-4D6A-1B6A-3D24DD3AA465,Brand New Semi Bunglow On Sale at Samakhusi,49900000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi-in-Nepal/93E49D04-D992-4D6A-1B6A-3D24DD3AA465
For Sale - House,2024-08-06T06:40:03,9E635355-945E-9DCD-4470-78DA2E6219B9,"Brand New Bunglow On Sale at Baniyatar, Tokha",27500000,"New Cosmetic and Gift Shop, F81, बालुवापाटी चोक, Tokha-03, टोखा, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44610, नेपाल",27.752899,85.3181,Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha-in-Nepal/9E635355-945E-9DCD-4470-78DA2E6219B9
For Sale - House,2024-08-06T06:14:33,4B19507E-D076-9EB2-FB07-E80F52FC04F0,house on sale,410,"Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.763,85.3582,house-on-sale,Nepal,https://hamrobazaar.com/for-sale-house/house-on-sale-in-Nepal/4B19507E-D076-9EB2-FB07-E80F52FC04F0
For Sale - House,2024-08-06T06:05:09,58659959-2812-C502-3CA0-55DE8DBE8EDB,house on sale,290,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल",27.7353,85.355003,house-on-sale,Nepal,https://hamrobazaar.com/for-sale-house/house-on-sale-in-Nepal/58659959-2812-C502-3CA0-55DE8DBE8EDB
For Sale - House,2024-08-06T05:54:24,219C8E5A-72EE-4DB7-5727-68F9CCE9222C,भर्खरै बनेको नयाँ आकर्शक घर बिक्रीमा,21290099,"Bwangadhaa Lan Marg, Harisiddhi, Lalitpur, Lalitpur Metropolitan City, Lalitpur",0.0,0.0,भर्खरै-बनेको-नयाँ-आकर्शक-घर-बिक्रीमा,Lalitpur,https://hamrobazaar.com/for-sale-house/भर्खरै-बनेको-नयाँ-आकर्शक-घर-बिक्रीमा-in-Lalitpur/219C8E5A-72EE-4DB7-5727-68F9CCE9222C
For Sale - House,2024-08-06T05:35:27,9820D99A-7344-C373-461C-51E43DB7C099,भर्खरै बनेको नयाँ आकर्षक  घर बिक्रीमा,20890099,"Phaudegau, Mahalaxmi Municipality, Lalitpur",0.0,0.0,भर्खरै-बनेको-नयाँ-आकर्षक-घर-बिक्रीमा,Lalitpur,https://hamrobazaar.com/for-sale-house/भर्खरै-बनेको-नयाँ-आकर्षक-घर-बिक्रीमा-in-Lalitpur/9820D99A-7344-C373-461C-51E43DB7C099
For Sale - House,2024-08-06T06:49:53,840D7B25-77C1-AE8E-746B-443A05B75A6C,Brand New Commercial Building On Sale at Samakhusi,32500000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Brand-New-Commercial-Building-On-Sale-at-Samakhusi,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Commercial-Building-On-Sale-at-Samakhusi-in-Nepal/840D7B25-77C1-AE8E-746B-443A05B75A6C
For Sale - House,2024-08-06T06:46:51,B9C7FCDF-25DC-AA94-0E17-187B92776B6D,Semi Bunglow House For Sale at Tokha,35000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Semi-Bunglow-House-For-Sale-at-Tokha,Nepal,https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-For-Sale-at-Tokha-in-Nepal/B9C7FCDF-25DC-AA94-0E17-187B92776B6D
For Sale - House,2024-08-06T06:44:41,AEF095BC-7569-A6F5-95BD-DF84C091EB0B,Semi Bunglow House On Sale at Basundhara,36500000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297,Semi-Bunglow-House-On-Sale-at-Basundhara,Nepal,https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-On-Sale-at-Basundhara-in-Nepal/AEF095BC-7569-A6F5-95BD-DF84C091EB0B
For Sale - House,2024-08-06T06:42:13,93E49D04-D992-4D6A-1B6A-3D24DD3AA465,Brand New Semi Bunglow On Sale at Samakhusi,49900000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi-in-Nepal/93E49D04-D992-4D6A-1B6A-3D24DD3AA465
For Sale - House,2024-08-06T06:40:03,9E635355-945E-9DCD-4470-78DA2E6219B9,"Brand New Bunglow On Sale at Baniyatar, Tokha",27500000,"New Cosmetic and Gift Shop, F81, बालुवापाटी चोक, Tokha-03, टोखा, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44610, नेपाल",27.752899,85.3181,Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha-in-Nepal/9E635355-945E-9DCD-4470-78DA2E6219B9
For Sale - House,2024-08-06T06:14:33,4B19507E-D076-9EB2-FB07-E80F52FC04F0,house on sale,410,"Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.763,85.3582,house-on-sale,Nepal,https://hamrobazaar.com/for-sale-house/house-on-sale-in-Nepal/4B19507E-D076-9EB2-FB07-E80F52FC04F0
For Sale - House,2024-08-06T06:05:09,58659959-2812-C502-3CA0-55DE8DBE8EDB,house on sale,290,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल",27.7353,85.355003,house-on-sale,Nepal,https://hamrobazaar.com/for-sale-house/house-on-sale-in-Nepal/58659959-2812-C502-3CA0-55DE8DBE8EDB
For Sale - House,2024-08-06T05:54:24,219C8E5A-72EE-4DB7-5727-68F9CCE9222C,भर्खरै बनेको नयाँ आकर्शक घर बिक्रीमा,21290099,"Bwangadhaa Lan Marg, Harisiddhi, Lalitpur, Lalitpur Metropolitan City, Lalitpur",0.0,0.0,भर्खरै-बनेको-नयाँ-आकर्शक-घर-बिक्रीमा,Lalitpur,https://hamrobazaar.com/for-sale-house/भर्खरै-बनेको-नयाँ-आकर्शक-घर-बिक्रीमा-in-Lalitpur/219C8E5A-72EE-4DB7-5727-68F9CCE9222C
For Sale - House,2024-08-06T05:35:27,9820D99A-7344-C373-461C-51E43DB7C099,भर्खरै बनेको नयाँ आकर्षक  घर बिक्रीमा,20890099,"Phaudegau, Mahalaxmi Municipality, Lalitpur",0.0,0.0,भर्खरै-बनेको-नयाँ-आकर्षक-घर-बिक्रीमा,Lalitpur,https://hamrobazaar.com/for-sale-house/भर्खरै-बनेको-नयाँ-आकर्षक-घर-बिक्रीमा-in-Lalitpur/9820D99A-7344-C373-461C-51E43DB7C099
For Sale - House,2024-08-06T05:09:57,3E73647C-DF46-A835-C571-76D4F5638866,"House For Sale at Manamaiju, Tarkeshwar",36500000,"लोकतान्त्रिक चोक, Tarakeshwar-10, तारकेश्वर, तारकेश्वर नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44610, नेपाल",27.749001,85.310997,House-For-Sale-at-Manamaiju-Tarkeshwar,Nepal,https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Manamaiju-Tarkeshwar-in-Nepal/3E73647C-DF46-A835-C571-76D4F5638866
For Sale - House,2024-08-06T06:46:51,B9C7FCDF-25DC-AA94-0E17-187B92776B6D,Semi Bunglow House For Sale at Tokha,35000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Semi-Bunglow-House-For-Sale-at-Tokha,Nepal,https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-For-Sale-at-Tokha-in-Nepal/B9C7FCDF-25DC-AA94-0E17-187B92776B6D
For Sale - House,2024-08-06T06:44:41,AEF095BC-7569-A6F5-95BD-DF84C091EB0B,Semi Bunglow House On Sale at Basundhara,36500000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297,Semi-Bunglow-House-On-Sale-at-Basundhara,Nepal,https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-On-Sale-at-Basundhara-in-Nepal/AEF095BC-7569-A6F5-95BD-DF84C091EB0B
For Sale - House,2024-08-06T06:42:13,93E49D04-D992-4D6A-1B6A-3D24DD3AA465,Brand New Semi Bunglow On Sale at Samakhusi,49900000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi-in-Nepal/93E49D04-D992-4D6A-1B6A-3D24DD3AA465
For Sale - House,2024-08-06T06:40:03,9E635355-945E-9DCD-4470-78DA2E6219B9,"Brand New Bunglow On Sale at Baniyatar, Tokha",27500000,"New Cosmetic and Gift Shop, F81, बालुवापाटी चोक, Tokha-03, टोखा, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44610, नेपाल",27.752899,85.3181,Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha-in-Nepal/9E635355-945E-9DCD-4470-78DA2E6219B9
For Sale - House,2024-08-06T06:14:33,4B19507E-D076-9EB2-FB07-E80F52FC04F0,house on sale,410,"Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.763,85.3582,house-on-sale,Nepal,https://hamrobazaar.com/for-sale-house/house-on-sale-in-Nepal/4B19507E-D076-9EB2-FB07-E80F52FC04F0
For Sale - House,2024-08-06T06:05:09,58659959-2812-C502-3CA0-55DE8DBE8EDB,house on sale,290,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल",27.7353,85.355003,house-on-sale,Nepal,https://hamrobazaar.com/for-sale-house/house-on-sale-in-Nepal/58659959-2812-C502-3CA0-55DE8DBE8EDB
For Sale - House,2024-08-06T05:54:24,219C8E5A-72EE-4DB7-5727-68F9CCE9222C,भर्खरै बनेको नयाँ आकर्शक घर बिक्रीमा,21290099,"Bwangadhaa Lan Marg, Harisiddhi, Lalitpur, Lalitpur Metropolitan City, Lalitpur",0.0,0.0,भर्खरै-बनेको-नयाँ-आकर्शक-घर-बिक्रीमा,Lalitpur,https://hamrobazaar.com/for-sale-house/भर्खरै-बनेको-नयाँ-आकर्शक-घर-बिक्रीमा-in-Lalitpur/219C8E5A-72EE-4DB7-5727-68F9CCE9222C
For Sale - House,2024-08-06T05:35:27,9820D99A-7344-C373-461C-51E43DB7C099,भर्खरै बनेको नयाँ आकर्षक  घर बिक्रीमा,20890099,"Phaudegau, Mahalaxmi Municipality, Lalitpur",0.0,0.0,भर्खरै-बनेको-नयाँ-आकर्षक-घर-बिक्रीमा,Lalitpur,https://hamrobazaar.com/for-sale-house/भर्खरै-बनेको-नयाँ-आकर्षक-घर-बिक्रीमा-in-Lalitpur/9820D99A-7344-C373-461C-51E43DB7C099
For Sale - House,2024-08-06T05:09:57,3E73647C-DF46-A835-C571-76D4F5638866,"House For Sale at Manamaiju, Tarkeshwar",36500000,"लोकतान्त्रिक चोक, Tarakeshwar-10, तारकेश्वर, तारकेश्वर नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44610, नेपाल",27.749001,85.310997,House-For-Sale-at-Manamaiju-Tarkeshwar,Nepal,https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Manamaiju-Tarkeshwar-in-Nepal/3E73647C-DF46-A835-C571-76D4F5638866
For Sale - House,2024-08-06T05:08:01,D1E156E3-FDB7-B4AC-7779-086D05190576,"Residental Bungalow House on sell at Gothatar, KTM",27500000,"Gothatar (Kageshwor), Kathmandu",27.701599,85.380798,Residental-Bungalow-House-on-sell-at-Gothatar-KTM,Kathmandu,https://hamrobazaar.com/for-sale-house/Residental-Bungalow-House-on-sell-at-Gothatar-KTM-in-Kathmandu/D1E156E3-FDB7-B4AC-7779-086D05190576
For Sale - House,2024-08-06T06:44:41,AEF095BC-7569-A6F5-95BD-DF84C091EB0B,Semi Bunglow House On Sale at Basundhara,36500000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297,Semi-Bunglow-House-On-Sale-at-Basundhara,Nepal,https://hamrobazaar.com/for-sale-house/Semi-Bunglow-House-On-Sale-at-Basundhara-in-Nepal/AEF095BC-7569-A6F5-95BD-DF84C091EB0B
For Sale - House,2024-08-06T06:42:13,93E49D04-D992-4D6A-1B6A-3D24DD3AA465,Brand New Semi Bunglow On Sale at Samakhusi,49900000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099,Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Samakhusi-in-Nepal/93E49D04-D992-4D6A-1B6A-3D24DD3AA465
For Sale - House,2024-08-06T06:40:03,9E635355-945E-9DCD-4470-78DA2E6219B9,"Brand New Bunglow On Sale at Baniyatar, Tokha",27500000,"New Cosmetic and Gift Shop, F81, बालुवापाटी चोक, Tokha-03, टोखा, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44610, नेपाल",27.752899,85.3181,Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha,Nepal,https://hamrobazaar.com/for-sale-house/Brand-New-Bunglow-On-Sale-at-Baniyatar-Tokha-in-Nepal/9E635355-945E-9DCD-4470-78DA2E6219B9
For Sale - House,2024-08-06T06:14:33,4B19507E-D076-9EB2-FB07-E80F52FC04F0,house on sale,410,"Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.763,85.3582,house-on-sale,Nepal,https://hamrobazaar.com/for-sale-house/house-on-sale-in-Nepal/4B19507E-D076-9EB2-FB07-E80F52FC04F0
For Sale - House,2024-08-06T06:05:09,58659959-2812-C502-3CA0-55DE8DBE8EDB,house on sale,290,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल",27.7353,85.355003,house-on-sale,Nepal,https://hamrobazaar.com/for-sale-house/house-on-sale-in-Nepal/58659959-2812-C502-3CA0-55DE8DBE8EDB
For Sale - House,2024-08-06T05:54:24,219C8E5A-72EE-4DB7-5727-68F9CCE9222C,भर्खरै बनेको नयाँ आकर्शक घर बिक्रीमा,21290099,"Bwangadhaa Lan Marg, Harisiddhi, Lalitpur, Lalitpur Metropolitan City, Lalitpur",0.0,0.0,भर्खरै-बनेको-नयाँ-आकर्शक-घर-बिक्रीमा,Lalitpur,https://hamrobazaar.com/for-sale-house/भर्खरै-बनेको-नयाँ-आकर्शक-घर-बिक्रीमा-in-Lalitpur/219C8E5A-72EE-4DB7-5727-68F9CCE9222C
