,categoryName,createdOn,id,name,price,location.locationDescription,location.locationLatitude,location.locationLongitude
389,For Sale - House,2024-08-05T15:40:52,D918D27B-43D5-5080-552B-BC0657A1220C,16 AANA FULL FURNIS HOUSE INSIDE HOUSING,98500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
390,For Sale - House,2024-08-05T17:47:25,AA819AF7-5FE6-5A83-882C-2F11DD64A17E,Imadol ansari medical najik new house on sale,20000000,"Mahendra Adarsha Higher Secondary School, Imadol - Tikathali, इमाडोल, Mahalaxmi-04, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.661066,85.347496
391,For Sale - House,2024-08-05T17:37:55,99512E33-D4C6-8879-C613-A3079EE1A48B,Imadol police station najik house on sale970654539,29000000,"Mahalaxmi-01, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44705, नेपाल",27.657333,85.342018
392,For Sale - House,2024-08-05T17:28:59,FE808254-08BC-183D-E237-780781FA70BA,Sanagau siddhipur hight ma new house on sale,24000000,"dhasi, सिद्धिपुर, Mahalaxmi-06, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44708, नेपाल",27.647181,85.357567
393,For Sale - House,2024-08-05T17:16:07,23509B29-1DA3-D17B-D335-B3EB317B9BFC,House on sale nearby imadol tempupark 9706545393,27000000,"Mahalaxmi-04, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.659092,85.347397
394,For Sale - House,2024-08-05T17:09:43,4B4060B2-A0F0-0B7B-ECDE-E73AB1661FC4,New house on sale nearby sanagau bhatbhateni ,26500000,"Mahalaxmi-05, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.650137,85.359337
395,For Sale - House,2024-08-05T17:00:39,52858C3C-F7D5-19BF-D0AA-D4980D2C60FD,5aana ma baneko fullfurnished new house on sale,49500000,"इमाडोल, Mahalaxmi-03, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.665792,85.344048
396,For Sale - House,2024-08-05T16:51:38,72F4C005-996A-F8F1-F4C7-47ABF54B89C0,4aana ma baneko fullfurnished house on sale,39000000,"Mahalaxmi-04, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.662769,85.345451
397,For Sale - House,2024-08-05T15:45:19,19D728A2-3119-7160-9208-1E3DE8153DA8,Residential building ,34000000,"ॐ शान्ति चोक, Pokhara-17, Pokhara, कास्की, गण्डकी प्रदेश, 37600, नेपाल",0.0,0.0
398,For Sale - House,2024-08-05T15:40:52,D918D27B-43D5-5080-552B-BC0657A1220C,16 AANA FULL FURNIS HOUSE INSIDE HOUSING,98500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
399,For Sale - House,2024-08-05T15:35:09,D8724C3B-DD67-EE2E-945B-84B9C0E1FF72,sell house,33000000,"गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.757315,85.352844
400,For Sale - House,2024-08-05T17:37:55,99512E33-D4C6-8879-C613-A3079EE1A48B,Imadol police station najik house on sale970654539,29000000,"Mahalaxmi-01, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44705, नेपाल",27.657333,85.342018
401,For Sale - House,2024-08-05T17:28:59,FE808254-08BC-183D-E237-780781FA70BA,Sanagau siddhipur hight ma new house on sale,24000000,"dhasi, सिद्धिपुर, Mahalaxmi-06, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44708, नेपाल",27.647181,85.357567
402,For Sale - House,2024-08-05T17:16:07,23509B29-1DA3-D17B-D335-B3EB317B9BFC,House on sale nearby imadol tempupark 9706545393,27000000,"Mahalaxmi-04, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.659092,85.347397
403,For Sale - House,2024-08-05T17:09:43,4B4060B2-A0F0-0B7B-ECDE-E73AB1661FC4,New house on sale nearby sanagau bhatbhateni ,26500000,"Mahalaxmi-05, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.650137,85.359337
404,For Sale - House,2024-08-05T17:00:39,52858C3C-F7D5-19BF-D0AA-D4980D2C60FD,5aana ma baneko fullfurnished new house on sale,49500000,"इमाडोल, Mahalaxmi-03, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.665792,85.344048
405,For Sale - House,2024-08-05T16:51:38,72F4C005-996A-F8F1-F4C7-47ABF54B89C0,4aana ma baneko fullfurnished house on sale,39000000,"Mahalaxmi-04, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.662769,85.345451
406,For Sale - House,2024-08-05T15:45:19,19D728A2-3119-7160-9208-1E3DE8153DA8,Residential building ,34000000,"ॐ शान्ति चोक, Pokhara-17, Pokhara, कास्की, गण्डकी प्रदेश, 37600, नेपाल",0.0,0.0
407,For Sale - House,2024-08-05T15:40:52,D918D27B-43D5-5080-552B-BC0657A1220C,16 AANA FULL FURNIS HOUSE INSIDE HOUSING,98500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
408,For Sale - House,2024-08-05T15:35:09,D8724C3B-DD67-EE2E-945B-84B9C0E1FF72,sell house,33000000,"गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.757315,85.352844
409,For Sale - House,2024-08-05T15:14:20,02A6BBC3-72B2-9E46-3C94-9D89F0739D80,5आना हाउजिङ्गघर (पुर्जा भएको)पुर्बी दक्षिण मोहोडा,43500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
410,For Sale - House,2024-08-05T17:28:59,FE808254-08BC-183D-E237-780781FA70BA,Sanagau siddhipur hight ma new house on sale,24000000,"dhasi, सिद्धिपुर, Mahalaxmi-06, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44708, नेपाल",27.647181,85.357567
411,For Sale - House,2024-08-05T17:16:07,23509B29-1DA3-D17B-D335-B3EB317B9BFC,House on sale nearby imadol tempupark 9706545393,27000000,"Mahalaxmi-04, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.659092,85.347397
412,For Sale - House,2024-08-05T17:09:43,4B4060B2-A0F0-0B7B-ECDE-E73AB1661FC4,New house on sale nearby sanagau bhatbhateni ,26500000,"Mahalaxmi-05, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.650137,85.359337
413,For Sale - House,2024-08-05T17:00:39,52858C3C-F7D5-19BF-D0AA-D4980D2C60FD,5aana ma baneko fullfurnished new house on sale,49500000,"इमाडोल, Mahalaxmi-03, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.665792,85.344048
414,For Sale - House,2024-08-05T16:51:38,72F4C005-996A-F8F1-F4C7-47ABF54B89C0,4aana ma baneko fullfurnished house on sale,39000000,"Mahalaxmi-04, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.662769,85.345451
415,For Sale - House,2024-08-05T15:45:19,19D728A2-3119-7160-9208-1E3DE8153DA8,Residential building ,34000000,"ॐ शान्ति चोक, Pokhara-17, Pokhara, कास्की, गण्डकी प्रदेश, 37600, नेपाल",0.0,0.0
416,For Sale - House,2024-08-05T15:40:52,D918D27B-43D5-5080-552B-BC0657A1220C,16 AANA FULL FURNIS HOUSE INSIDE HOUSING,98500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
417,For Sale - House,2024-08-05T15:35:09,D8724C3B-DD67-EE2E-945B-84B9C0E1FF72,sell house,33000000,"गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.757315,85.352844
418,For Sale - House,2024-08-05T15:14:20,02A6BBC3-72B2-9E46-3C94-9D89F0739D80,5आना हाउजिङ्गघर (पुर्जा भएको)पुर्बी दक्षिण मोहोडा,43500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
419,For Sale - House,2024-08-05T12:37:50,B6A65779-7E7E-B234-DF9C-EBF5775CA1ED,Pokhara House,15000000,"7, Phulbari Marg, Shiva Mandir Chok, RK Farm, Pokhara, Kaski",28.179901,83.998245
420,For Sale - House,2024-08-05T17:16:07,23509B29-1DA3-D17B-D335-B3EB317B9BFC,House on sale nearby imadol tempupark 9706545393,27000000,"Mahalaxmi-04, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.659092,85.347397
421,For Sale - House,2024-08-05T17:09:43,4B4060B2-A0F0-0B7B-ECDE-E73AB1661FC4,New house on sale nearby sanagau bhatbhateni ,26500000,"Mahalaxmi-05, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.650137,85.359337
422,For Sale - House,2024-08-05T17:00:39,52858C3C-F7D5-19BF-D0AA-D4980D2C60FD,5aana ma baneko fullfurnished new house on sale,49500000,"इमाडोल, Mahalaxmi-03, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.665792,85.344048
423,For Sale - House,2024-08-05T16:51:38,72F4C005-996A-F8F1-F4C7-47ABF54B89C0,4aana ma baneko fullfurnished house on sale,39000000,"Mahalaxmi-04, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.662769,85.345451
424,For Sale - House,2024-08-05T15:45:19,19D728A2-3119-7160-9208-1E3DE8153DA8,Residential building ,34000000,"ॐ शान्ति चोक, Pokhara-17, Pokhara, कास्की, गण्डकी प्रदेश, 37600, नेपाल",0.0,0.0
425,For Sale - House,2024-08-05T15:40:52,D918D27B-43D5-5080-552B-BC0657A1220C,16 AANA FULL FURNIS HOUSE INSIDE HOUSING,98500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
426,For Sale - House,2024-08-05T15:35:09,D8724C3B-DD67-EE2E-945B-84B9C0E1FF72,sell house,33000000,"गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.757315,85.352844
427,For Sale - House,2024-08-05T15:14:20,02A6BBC3-72B2-9E46-3C94-9D89F0739D80,5आना हाउजिङ्गघर (पुर्जा भएको)पुर्बी दक्षिण मोहोडा,43500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
428,For Sale - House,2024-08-05T12:37:50,B6A65779-7E7E-B234-DF9C-EBF5775CA1ED,Pokhara House,15000000,"7, Phulbari Marg, Shiva Mandir Chok, RK Farm, Pokhara, Kaski",28.179901,83.998245
429,For Sale - House,2024-08-05T12:15:19,F4C6F669-2021-9383-FAA0-7AD9EC1BC2EC,house on sale at budhanilkantha height ,52500000,"budanilkantha, Budhanilkantha, Kathmandu",27.7654,85.365303
430,For Sale - House,2024-08-05T17:09:43,4B4060B2-A0F0-0B7B-ECDE-E73AB1661FC4,New house on sale nearby sanagau bhatbhateni ,26500000,"Mahalaxmi-05, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.650137,85.359337
431,For Sale - House,2024-08-05T17:00:39,52858C3C-F7D5-19BF-D0AA-D4980D2C60FD,5aana ma baneko fullfurnished new house on sale,49500000,"इमाडोल, Mahalaxmi-03, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.665792,85.344048
432,For Sale - House,2024-08-05T16:51:38,72F4C005-996A-F8F1-F4C7-47ABF54B89C0,4aana ma baneko fullfurnished house on sale,39000000,"Mahalaxmi-04, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.662769,85.345451
433,For Sale - House,2024-08-05T15:45:19,19D728A2-3119-7160-9208-1E3DE8153DA8,Residential building ,34000000,"ॐ शान्ति चोक, Pokhara-17, Pokhara, कास्की, गण्डकी प्रदेश, 37600, नेपाल",0.0,0.0
434,For Sale - House,2024-08-05T15:40:52,D918D27B-43D5-5080-552B-BC0657A1220C,16 AANA FULL FURNIS HOUSE INSIDE HOUSING,98500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
435,For Sale - House,2024-08-05T15:35:09,D8724C3B-DD67-EE2E-945B-84B9C0E1FF72,sell house,33000000,"गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.757315,85.352844
436,For Sale - House,2024-08-05T15:14:20,02A6BBC3-72B2-9E46-3C94-9D89F0739D80,5आना हाउजिङ्गघर (पुर्जा भएको)पुर्बी दक्षिण मोहोडा,43500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
437,For Sale - House,2024-08-05T12:37:50,B6A65779-7E7E-B234-DF9C-EBF5775CA1ED,Pokhara House,15000000,"7, Phulbari Marg, Shiva Mandir Chok, RK Farm, Pokhara, Kaski",28.179901,83.998245
438,For Sale - House,2024-08-05T12:15:19,F4C6F669-2021-9383-FAA0-7AD9EC1BC2EC,house on sale at budhanilkantha height ,52500000,"budanilkantha, Budhanilkantha, Kathmandu",27.7654,85.365303
439,For Sale - House,2024-08-05T11:38:13,2FAA9A8D-8C9A-5DFA-5D07-69FE7036464D,"Residental Duplex House on sell at Narantar, ",30000000,"Narayantar (Jorpati), Kathmandu",27.7215,85.379799
440,For Sale - House,2024-08-05T17:00:39,52858C3C-F7D5-19BF-D0AA-D4980D2C60FD,5aana ma baneko fullfurnished new house on sale,49500000,"इमाडोल, Mahalaxmi-03, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.665792,85.344048
441,For Sale - House,2024-08-05T16:51:38,72F4C005-996A-F8F1-F4C7-47ABF54B89C0,4aana ma baneko fullfurnished house on sale,39000000,"Mahalaxmi-04, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.662769,85.345451
442,For Sale - House,2024-08-05T15:45:19,19D728A2-3119-7160-9208-1E3DE8153DA8,Residential building ,34000000,"ॐ शान्ति चोक, Pokhara-17, Pokhara, कास्की, गण्डकी प्रदेश, 37600, नेपाल",0.0,0.0
443,For Sale - House,2024-08-05T15:40:52,D918D27B-43D5-5080-552B-BC0657A1220C,16 AANA FULL FURNIS HOUSE INSIDE HOUSING,98500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
444,For Sale - House,2024-08-05T15:35:09,D8724C3B-DD67-EE2E-945B-84B9C0E1FF72,sell house,33000000,"गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.757315,85.352844
445,For Sale - House,2024-08-05T15:14:20,02A6BBC3-72B2-9E46-3C94-9D89F0739D80,5आना हाउजिङ्गघर (पुर्जा भएको)पुर्बी दक्षिण मोहोडा,43500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
446,For Sale - House,2024-08-05T12:37:50,B6A65779-7E7E-B234-DF9C-EBF5775CA1ED,Pokhara House,15000000,"7, Phulbari Marg, Shiva Mandir Chok, RK Farm, Pokhara, Kaski",28.179901,83.998245
447,For Sale - House,2024-08-05T12:15:19,F4C6F669-2021-9383-FAA0-7AD9EC1BC2EC,house on sale at budhanilkantha height ,52500000,"budanilkantha, Budhanilkantha, Kathmandu",27.7654,85.365303
448,For Sale - House,2024-08-05T11:38:13,2FAA9A8D-8C9A-5DFA-5D07-69FE7036464D,"Residental Duplex House on sell at Narantar, ",30000000,"Narayantar (Jorpati), Kathmandu",27.7215,85.379799
449,For Sale - House,2024-08-05T11:33:34,D50CBC48-4835-A4BF-D747-0276BD2B2BE9,"HOUSE For Sale Near MAHADEV COLONY, BUDHANILKANTHA",30000000,"27DR029, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.767847,85.362778
450,For Sale - House,2024-08-05T16:51:38,72F4C005-996A-F8F1-F4C7-47ABF54B89C0,4aana ma baneko fullfurnished house on sale,39000000,"Mahalaxmi-04, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",27.662769,85.345451
451,For Sale - House,2024-08-05T15:45:19,19D728A2-3119-7160-9208-1E3DE8153DA8,Residential building ,34000000,"ॐ शान्ति चोक, Pokhara-17, Pokhara, कास्की, गण्डकी प्रदेश, 37600, नेपाल",0.0,0.0
452,For Sale - House,2024-08-05T15:40:52,D918D27B-43D5-5080-552B-BC0657A1220C,16 AANA FULL FURNIS HOUSE INSIDE HOUSING,98500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
453,For Sale - House,2024-08-05T15:35:09,D8724C3B-DD67-EE2E-945B-84B9C0E1FF72,sell house,33000000,"गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.757315,85.352844
454,For Sale - House,2024-08-05T15:14:20,02A6BBC3-72B2-9E46-3C94-9D89F0739D80,5आना हाउजिङ्गघर (पुर्जा भएको)पुर्बी दक्षिण मोहोडा,43500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
455,For Sale - House,2024-08-05T12:37:50,B6A65779-7E7E-B234-DF9C-EBF5775CA1ED,Pokhara House,15000000,"7, Phulbari Marg, Shiva Mandir Chok, RK Farm, Pokhara, Kaski",28.179901,83.998245
456,For Sale - House,2024-08-05T12:15:19,F4C6F669-2021-9383-FAA0-7AD9EC1BC2EC,house on sale at budhanilkantha height ,52500000,"budanilkantha, Budhanilkantha, Kathmandu",27.7654,85.365303
457,For Sale - House,2024-08-05T11:38:13,2FAA9A8D-8C9A-5DFA-5D07-69FE7036464D,"Residental Duplex House on sell at Narantar, ",30000000,"Narayantar (Jorpati), Kathmandu",27.7215,85.379799
458,For Sale - House,2024-08-05T11:33:34,D50CBC48-4835-A4BF-D747-0276BD2B2BE9,"HOUSE For Sale Near MAHADEV COLONY, BUDHANILKANTHA",30000000,"27DR029, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.767847,85.362778
459,For Sale - House,2024-08-05T11:27:56,7973ED81-13DA-1A20-6255-0CC7ED5B72C8,house on sale at hepali ,33000000,"budanilkantha, Hepali Height (Budhanilkantha), Kathmandu",27.7535,85.340302
460,For Sale - House,2024-08-05T15:45:19,19D728A2-3119-7160-9208-1E3DE8153DA8,Residential building ,34000000,"ॐ शान्ति चोक, Pokhara-17, Pokhara, कास्की, गण्डकी प्रदेश, 37600, नेपाल",0.0,0.0
461,For Sale - House,2024-08-05T15:40:52,D918D27B-43D5-5080-552B-BC0657A1220C,16 AANA FULL FURNIS HOUSE INSIDE HOUSING,98500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
462,For Sale - House,2024-08-05T15:35:09,D8724C3B-DD67-EE2E-945B-84B9C0E1FF72,sell house,33000000,"गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.757315,85.352844
463,For Sale - House,2024-08-05T15:14:20,02A6BBC3-72B2-9E46-3C94-9D89F0739D80,5आना हाउजिङ्गघर (पुर्जा भएको)पुर्बी दक्षिण मोहोडा,43500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
464,For Sale - House,2024-08-05T12:37:50,B6A65779-7E7E-B234-DF9C-EBF5775CA1ED,Pokhara House,15000000,"7, Phulbari Marg, Shiva Mandir Chok, RK Farm, Pokhara, Kaski",28.179901,83.998245
465,For Sale - House,2024-08-05T12:15:19,F4C6F669-2021-9383-FAA0-7AD9EC1BC2EC,house on sale at budhanilkantha height ,52500000,"budanilkantha, Budhanilkantha, Kathmandu",27.7654,85.365303
466,For Sale - House,2024-08-05T11:38:13,2FAA9A8D-8C9A-5DFA-5D07-69FE7036464D,"Residental Duplex House on sell at Narantar, ",30000000,"Narayantar (Jorpati), Kathmandu",27.7215,85.379799
467,For Sale - House,2024-08-05T11:33:34,D50CBC48-4835-A4BF-D747-0276BD2B2BE9,"HOUSE For Sale Near MAHADEV COLONY, BUDHANILKANTHA",30000000,"27DR029, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.767847,85.362778
468,For Sale - House,2024-08-05T11:27:56,7973ED81-13DA-1A20-6255-0CC7ED5B72C8,house on sale at hepali ,33000000,"budanilkantha, Hepali Height (Budhanilkantha), Kathmandu",27.7535,85.340302
469,For Sale - House,2024-08-05T11:25:21,22980C39-B356-EFE2-C685-309DF00454DD,"New House For Sale at Lazimpat, Kathmandu",35000000,"Lazimpat, नारायण गोपाल सडक, Radisson Hotel Kathmandu, लाजिम्पाट, Kathmandu-02, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21255, नेपाल",27.7215,85.320099
470,For Sale - House,2024-08-05T15:40:52,D918D27B-43D5-5080-552B-BC0657A1220C,16 AANA FULL FURNIS HOUSE INSIDE HOUSING,98500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
471,For Sale - House,2024-08-05T15:35:09,D8724C3B-DD67-EE2E-945B-84B9C0E1FF72,sell house,33000000,"गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.757315,85.352844
472,For Sale - House,2024-08-05T15:14:20,02A6BBC3-72B2-9E46-3C94-9D89F0739D80,5आना हाउजिङ्गघर (पुर्जा भएको)पुर्बी दक्षिण मोहोडा,43500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
473,For Sale - House,2024-08-05T12:37:50,B6A65779-7E7E-B234-DF9C-EBF5775CA1ED,Pokhara House,15000000,"7, Phulbari Marg, Shiva Mandir Chok, RK Farm, Pokhara, Kaski",28.179901,83.998245
474,For Sale - House,2024-08-05T12:15:19,F4C6F669-2021-9383-FAA0-7AD9EC1BC2EC,house on sale at budhanilkantha height ,52500000,"budanilkantha, Budhanilkantha, Kathmandu",27.7654,85.365303
475,For Sale - House,2024-08-05T11:38:13,2FAA9A8D-8C9A-5DFA-5D07-69FE7036464D,"Residental Duplex House on sell at Narantar, ",30000000,"Narayantar (Jorpati), Kathmandu",27.7215,85.379799
476,For Sale - House,2024-08-05T11:33:34,D50CBC48-4835-A4BF-D747-0276BD2B2BE9,"HOUSE For Sale Near MAHADEV COLONY, BUDHANILKANTHA",30000000,"27DR029, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.767847,85.362778
477,For Sale - House,2024-08-05T11:27:56,7973ED81-13DA-1A20-6255-0CC7ED5B72C8,house on sale at hepali ,33000000,"budanilkantha, Hepali Height (Budhanilkantha), Kathmandu",27.7535,85.340302
478,For Sale - House,2024-08-05T11:25:21,22980C39-B356-EFE2-C685-309DF00454DD,"New House For Sale at Lazimpat, Kathmandu",35000000,"Lazimpat, नारायण गोपाल सडक, Radisson Hotel Kathmandu, लाजिम्पाट, Kathmandu-02, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21255, नेपाल",27.7215,85.320099
479,For Sale - House,2024-08-05T10:24:48,F0DB9E2F-86C4-090A-1B0F-321077CE3B29,Lavish buanglow on sale at Lalitpur (Sanepa). ,120000000,"Sanepa, Lalitpur",27.684401,85.305901
480,For Sale - House,2024-08-05T15:35:09,D8724C3B-DD67-EE2E-945B-84B9C0E1FF72,sell house,33000000,"गोल्फुटार, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.757315,85.352844
481,For Sale - House,2024-08-05T15:14:20,02A6BBC3-72B2-9E46-3C94-9D89F0739D80,5आना हाउजिङ्गघर (पुर्जा भएको)पुर्बी दक्षिण मोहोडा,43500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
482,For Sale - House,2024-08-05T12:37:50,B6A65779-7E7E-B234-DF9C-EBF5775CA1ED,Pokhara House,15000000,"7, Phulbari Marg, Shiva Mandir Chok, RK Farm, Pokhara, Kaski",28.179901,83.998245
483,For Sale - House,2024-08-05T12:15:19,F4C6F669-2021-9383-FAA0-7AD9EC1BC2EC,house on sale at budhanilkantha height ,52500000,"budanilkantha, Budhanilkantha, Kathmandu",27.7654,85.365303
484,For Sale - House,2024-08-05T11:38:13,2FAA9A8D-8C9A-5DFA-5D07-69FE7036464D,"Residental Duplex House on sell at Narantar, ",30000000,"Narayantar (Jorpati), Kathmandu",27.7215,85.379799
485,For Sale - House,2024-08-05T11:33:34,D50CBC48-4835-A4BF-D747-0276BD2B2BE9,"HOUSE For Sale Near MAHADEV COLONY, BUDHANILKANTHA",30000000,"27DR029, Budhanilkantha-08, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 22644, नेपाल",27.767847,85.362778
486,For Sale - House,2024-08-05T11:27:56,7973ED81-13DA-1A20-6255-0CC7ED5B72C8,house on sale at hepali ,33000000,"budanilkantha, Hepali Height (Budhanilkantha), Kathmandu",27.7535,85.340302
487,For Sale - House,2024-08-05T11:25:21,22980C39-B356-EFE2-C685-309DF00454DD,"New House For Sale at Lazimpat, Kathmandu",35000000,"Lazimpat, नारायण गोपाल सडक, Radisson Hotel Kathmandu, लाजिम्पाट, Kathmandu-02, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21255, नेपाल",27.7215,85.320099
488,For Sale - House,2024-08-05T10:24:48,F0DB9E2F-86C4-090A-1B0F-321077CE3B29,Lavish buanglow on sale at Lalitpur (Sanepa). ,120000000,"Sanepa, Lalitpur",27.684401,85.305901
489,For Sale - House,2024-08-05T10:21:55,A8EBFFB1-ED74-D179-F6BC-A2666805646C,House 🏡 for sale at khumaltar,22500000,"धापाखेल मार्ग, ऐरवा टोल, हातिबन, Lalitpur-23, ललितपुर, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44702, नेपाल",27.6485,85.325302
490,For Sale - House,2024-08-05T15:14:20,02A6BBC3-72B2-9E46-3C94-9D89F0739D80,5आना हाउजिङ्गघर (पुर्जा भएको)पुर्बी दक्षिण मोहोडा,43500000,"taiba, Thaiba (Godawari), Lalitpur",27.626753,85.346794
